,xrsa,xrsb,xrsa_quality,xrsb_quality
2024-05-14 00:28:00,9.392013e-08,3.7202326e-06,0,0
2024-05-14 00:29:00,9.4422084e-08,3.724307e-06,0,0
2024-05-14 00:30:00,1.06705954e-07,3.840042e-06,0,0
2024-05-14 00:31:00,1.07494394e-07,3.8827866e-06,0,0
2024-05-14 00:32:00,1.01667254e-07,3.826804e-06,0,0
2024-05-14 00:33:00,9.811765e-08,3.7796524e-06,0,0
2024-05-14 00:34:00,9.533292e-08,3.7551054e-06,0,0
2024-05-14 00:35:00,9.4821694e-08,3.7487691e-06,0,0
2024-05-14 00:36:00,9.510442e-08,3.7421091e-06,0,0
2024-05-14 00:37:00,9.749187e-08,3.7534737e-06,0,0
2024-05-14 00:38:00,1.1801355e-07,3.8919034e-06,0,0
2024-05-14 00:39:00,1.09927086e-07,3.8645294e-06,0,0
2024-05-14 00:40:00,1.0259531e-07,3.812156e-06,0,0
2024-05-14 00:41:00,1.02871944e-07,3.8065305e-06,0,0
2024-05-14 00:42:00,1.1145465e-07,3.8555677e-06,0,0
2024-05-14 00:43:00,1.1099916e-07,3.8799813e-06,0,0
2024-05-14 00:44:00,1.09753145e-07,3.8812373e-06,0,0
2024-05-14 00:45:00,1.0873017e-07,3.876644e-06,0,0
2024-05-14 00:46:00,1.0893531e-07,3.8971425e-06,0,0
2024-05-14 00:47:00,1.0809769e-07,3.91456e-06,0,0
2024-05-14 00:48:00,1.0602548e-07,3.8963376e-06,0,0
2024-05-14 00:49:00,1.055964e-07,3.9017286e-06,0,0
2024-05-14 00:50:00,1.0821438e-07,3.9020197e-06,0,0
2024-05-14 00:51:00,1.0670342e-07,3.8994617e-06,0,0
